Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Sales,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
182-69-8360,Cairo,"Cairo, Egypt",Normal,Female,Electronic accessories,23.65,4,4.73,99.33,1/30/2019,12/31/1899 1:32:00 PM,Credit card,94.6,4.761904762,4.73,4
182-88-2763,Cairo,"Cairo, Egypt",Member,Male,Food and beverages,79.91,3,11.9865,251.7165,3/20/2019,12/31/1899 7:28:00 PM,Credit card,239.73,4.761904762,11.9865,5
186-79-9562,Cairo,"Cairo, Egypt",Normal,Male,Health and beauty,71.77,7,25.1195,527.5095,3/29/2019,12/31/1899 2:06:00 PM,Cash,502.39,4.761904762,25.1195,8.9
188-55-0967,Cairo,"Cairo, Egypt",Member,Male,Health and beauty,66.47,10,33.235,697.935,1/15/2019,12/31/1899 3:01:00 PM,Credit card,664.7,4.761904762,33.235,5
190-14-3147,Cairo,"Cairo, Egypt",Normal,Female,Health and beauty,17.97,4,3.594,75.474,2/23/2019,12/31/1899 8:43:00 PM,Ewallet,71.88,4.761904762,3.594,6.4
190-59-3964,Cairo,"Cairo, Egypt",Member,Male,Food and beverages,47.16,5,11.79,247.59,2/3/2019,12/31/1899 2:35:00 PM,Credit card,235.8,4.761904762,11.79,6
191-10-6171,Cairo,"Cairo, Egypt",Normal,Female,Fashion accessories,39.62,7,13.867,291.207,1/25/2019,12/31/1899 1:18:00 PM,Cash,277.34,4.761904762,13.867,7.5
191-29-0321,Cairo,"Cairo, Egypt",Member,Female,Fashion accessories,19.77,10,9.885,207.585,2/27/2019,12/31/1899 6:57:00 PM,Credit card,197.7,4.761904762,9.885,5
197-77-7132,Cairo,"Cairo, Egypt",Member,Male,Electronic accessories,91.56,8,36.624,769.104,1/12/2019,12/31/1899 6:22:00 PM,Ewallet,732.48,4.761904762,36.624,6
198-66-9832,Cairo,"Cairo, Egypt",Member,Female,Fashion accessories,72.04,2,7.204,151.284,2/4/2019,12/31/1899 7:38:00 PM,Cash,144.08,4.761904762,7.204,9.5
198-84-7132,Cairo,"Cairo, Egypt",Member,Male,Fashion accessories,40.61,9,18.2745,383.7645,1/2/2019,12/31/1899 1:40:00 PM,Cash,365.49,4.761904762,18.2745,7
200-40-6154,Cairo,"Cairo, Egypt",Member,Male,Home and lifestyle,65.91,6,19.773,415.233,2/9/2019,12/31/1899 11:45:00 AM,Cash,395.46,4.761904762,19.773,5.7
201-86-2184,Cairo,"Cairo, Egypt",Member,Female,Electronic accessories,26.26,7,9.191,193.011,2/2/2019,12/31/1899 7:40:00 PM,Cash,183.82,4.761904762,9.191,9.9
207-73-1363,Cairo,"Cairo, Egypt",Normal,Male,Health and beauty,69.51,2,6.951,145.971,3/1/2019,12/31/1899 12:15:00 PM,Ewallet,139.02,4.761904762,6.951,8.1
210-30-7976,Cairo,"Cairo, Egypt",Member,Female,Fashion accessories,22.32,4,4.464,93.744,3/14/2019,12/31/1899 11:16:00 AM,Ewallet,89.28,4.761904762,4.464,4.1
210-57-1719,Cairo,"Cairo, Egypt",Normal,Female,Health and beauty,58.24,9,26.208,550.368,2/5/2019,12/31/1899 12:34:00 PM,Cash,524.16,4.761904762,26.208,9.7
214-30-2776,Cairo,"Cairo, Egypt",Member,Female,Electronic accessories,34.49,5,8.6225,181.0725,3/11/2019,12/31/1899 7:44:00 PM,Credit card,172.45,4.761904762,8.6225,9
219-22-9386,Cairo,"Cairo, Egypt",Member,Female,Sports and travel,99.96,9,44.982,944.622,3/9/2019,12/31/1899 5:26:00 PM,Credit card,899.64,4.761904762,44.982,4.2
222-42-0244,Cairo,"Cairo, Egypt",Member,Female,Health and beauty,72.11,9,32.4495,681.4395,1/28/2019,12/31/1899 1:53:00 PM,Credit card,648.99,4.761904762,32.4495,7.7
226-34-0034,Cairo,"Cairo, Egypt",Normal,Female,Electronic accessories,13.78,4,2.756,57.876,1/10/2019,12/31/1899 11:10:00 AM,Ewallet,55.12,4.761904762,2.756,9
227-78-1148,Cairo,"Cairo, Egypt",Member,Female,Fashion accessories,72.84,7,25.494,535.374,2/15/2019,12/31/1899 12:44:00 PM,Cash,509.88,4.761904762,25.494,8.4
234-03-4040,Cairo,"Cairo, Egypt",Member,Female,Food and beverages,73.05,10,36.525,767.025,3/3/2019,12/31/1899 12:25:00 PM,Credit card,730.5,4.761904762,36.525,8.7
234-36-2483,Cairo,"Cairo, Egypt",Normal,Male,Health and beauty,57.59,6,17.277,362.817,2/15/2019,12/31/1899 1:51:00 PM,Cash,345.54,4.761904762,17.277,5.1
238-45-6950,Cairo,"Cairo, Egypt",Member,Male,Food and beverages,53.72,1,2.686,56.406,3/1/2019,12/31/1899 8:03:00 PM,Ewallet,53.72,4.761904762,2.686,6.4
239-36-3640,Cairo,"Cairo, Egypt",Normal,Male,Electronic accessories,45.35,6,13.605,285.705,1/31/2019,12/31/1899 1:44:00 PM,Ewallet,272.1,4.761904762,13.605,6.1
241-11-2261,Cairo,"Cairo, Egypt",Normal,Female,Fashion accessories,79.86,7,27.951,586.971,1/10/2019,12/31/1899 10:33:00 AM,Credit card,559.02,4.761904762,27.951,5.5
241-72-9525,Cairo,"Cairo, Egypt",Normal,Female,Sports and travel,51.91,10,25.955,545.055,2/16/2019,12/31/1899 12:21:00 PM,Cash,519.1,4.761904762,25.955,8.2
241-96-5076,Cairo,"Cairo, Egypt",Member,Female,Home and lifestyle,49.1,2,4.91,103.11,1/8/2019,12/31/1899 12:58:00 PM,Credit card,98.2,4.761904762,4.91,6.4
242-11-3142,Cairo,"Cairo, Egypt",Member,Male,Fashion accessories,83.77,2,8.377,175.917,2/24/2019,12/31/1899 7:57:00 PM,Cash,167.54,4.761904762,8.377,4.6
242-55-6721,Cairo,"Cairo, Egypt",Member,Female,Home and lifestyle,16.16,2,1.616,33.936,3/7/2019,12/31/1899 11:49:00 AM,Ewallet,32.32,4.761904762,1.616,6.5
244-08-0162,Cairo,"Cairo, Egypt",Normal,Female,Health and beauty,34.21,10,17.105,359.205,1/2/2019,12/31/1899 1:00:00 PM,Cash,342.1,4.761904762,17.105,5.1
261-12-8671,Cairo,"Cairo, Egypt",Normal,Female,Fashion accessories,60.96,2,6.096,128.016,1/25/2019,12/31/1899 7:39:00 PM,Credit card,121.92,4.761904762,6.096,4.9
262-47-2794,Cairo,"Cairo, Egypt",Member,Male,Home and lifestyle,71.86,8,28.744,603.624,3/6/2019,12/31/1899 3:07:00 PM,Credit card,574.88,4.761904762,28.744,6.2
268-03-6164,Cairo,"Cairo, Egypt",Normal,Male,Health and beauty,96.11,1,4.8055,100.9155,1/25/2019,12/31/1899 4:28:00 PM,Ewallet,96.11,4.761904762,4.8055,7.8
268-27-6179,Cairo,"Cairo, Egypt",Member,Female,Fashion accessories,56.47,8,22.588,474.348,3/9/2019,12/31/1899 2:57:00 PM,Ewallet,451.76,4.761904762,22.588,7.3
269-04-5750,Cairo,"Cairo, Egypt",Member,Male,Fashion accessories,73.82,4,14.764,310.044,2/21/2019,12/31/1899 6:31:00 PM,Cash,295.28,4.761904762,14.764,6.7
273-16-6619,Cairo,"Cairo, Egypt",Member,Female,Home and lifestyle,33.2,2,3.32,69.72,3/15/2019,12/31/1899 12:20:00 PM,Credit card,66.4,4.761904762,3.32,4.4
276-54-0879,Cairo,"Cairo, Egypt",Normal,Male,Sports and travel,97.74,4,19.548,410.508,3/12/2019,12/31/1899 7:53:00 PM,Ewallet,390.96,4.761904762,19.548,6.4
277-63-2961,Cairo,"Cairo, Egypt",Member,Male,Sports and travel,73.97,1,3.6985,77.6685,2/3/2019,12/31/1899 3:53:00 PM,Credit card,73.97,4.761904762,3.6985,5.4
279-74-2924,Cairo,"Cairo, Egypt",Member,Male,Electronic accessories,72.17,1,3.6085,75.7785,1/4/2019,12/31/1899 7:40:00 PM,Cash,72.17,4.761904762,3.6085,6.1
280-35-5823,Cairo,"Cairo, Egypt",Member,Female,Home and lifestyle,86.72,1,4.336,91.056,1/17/2019,12/31/1899 6:45:00 PM,Ewallet,86.72,4.761904762,4.336,7.9
282-35-2475,Cairo,"Cairo, Egypt",Normal,Female,Sports and travel,93.31,2,9.331,195.951,3/25/2019,12/31/1899 5:53:00 PM,Cash,186.62,4.761904762,9.331,6.3
283-79-9594,Cairo,"Cairo, Egypt",Normal,Female,Food and beverages,48.51,7,16.9785,356.5485,1/25/2019,12/31/1899 1:30:00 PM,Credit card,339.57,4.761904762,16.9785,5.2
284-34-9626,Cairo,"Cairo, Egypt",Normal,Female,Home and lifestyle,77.04,3,11.556,242.676,2/11/2019,12/31/1899 10:39:00 AM,Credit card,231.12,4.761904762,11.556,7.2
286-62-6248,Cairo,"Cairo, Egypt",Normal,Male,Fashion accessories,39.21,4,7.842,164.682,1/16/2019,12/31/1899 8:03:00 PM,Credit card,156.84,4.761904762,7.842,9
286-75-7818,Cairo,"Cairo, Egypt",Normal,Male,Fashion accessories,69.08,2,6.908,145.068,1/31/2019,12/31/1899 7:48:00 PM,Credit card,138.16,4.761904762,6.908,6.9
289-65-5721,Cairo,"Cairo, Egypt",Normal,Female,Fashion accessories,81.37,2,8.137,170.877,1/26/2019,12/31/1899 7:28:00 PM,Cash,162.74,4.761904762,8.137,6.5
291-21-5991,Cairo,"Cairo, Egypt",Member,Male,Health and beauty,61.29,5,15.3225,321.7725,3/29/2019,12/31/1899 2:28:00 PM,Cash,306.45,4.761904762,15.3225,7
291-32-1427,Cairo,"Cairo, Egypt",Member,Female,Fashion accessories,21.94,5,5.485,115.185,3/5/2019,12/31/1899 12:29:00 PM,Ewallet,109.7,4.761904762,5.485,5.3
291-59-1384,Cairo,"Cairo, Egypt",Normal,Male,Electronic accessories,60.3,1,3.015,63.315,2/28/2019,12/31/1899 5:38:00 PM,Cash,60.3,4.761904762,3.015,6
296-11-7041,Cairo,"Cairo, Egypt",Member,Female,Health and beauty,27.07,1,1.3535,28.4235,1/12/2019,12/31/1899 8:07:00 PM,Credit card,27.07,4.761904762,1.3535,5.3
299-29-0180,Cairo,"Cairo, Egypt",Member,Female,Home and lifestyle,52.18,7,18.263,383.523,3/9/2019,12/31/1899 10:54:00 AM,Cash,365.26,4.761904762,18.263,9.3
299-46-1805,Cairo,"Cairo, Egypt",Member,Female,Sports and travel,93.72,6,28.116,590.436,1/15/2019,12/31/1899 4:19:00 PM,Cash,562.32,4.761904762,28.116,4.5
301-81-8610,Cairo,"Cairo, Egypt",Member,Male,Fashion accessories,25.42,8,10.168,213.528,3/19/2019,12/31/1899 7:42:00 PM,Credit card,203.36,4.761904762,10.168,6.7
303-96-2227,Cairo,"Cairo, Egypt",Normal,Female,Home and lifestyle,97.38,10,48.69,1022.49,3/2/2019,12/31/1899 5:16:00 PM,Ewallet,973.8,4.761904762,48.69,4.4
305-14-0245,Cairo,"Cairo, Egypt",Member,Female,Home and lifestyle,94.49,8,37.796,793.716,3/3/2019,12/31/1899 7:00:00 PM,Ewallet,755.92,4.761904762,37.796,7.5
305-18-3552,Cairo,"Cairo, Egypt",Member,Male,Home and lifestyle,60.38,10,30.19,633.99,2/12/2019,12/31/1899 4:19:00 PM,Cash,603.8,4.761904762,30.19,6
305-89-2768,Cairo,"Cairo, Egypt",Member,Female,Home and lifestyle,21.9,3,3.285,68.985,1/9/2019,12/31/1899 6:43:00 PM,Ewallet,65.7,4.761904762,3.285,4.7
307-85-2293,Cairo,"Cairo, Egypt",Normal,Male,Home and lifestyle,50.28,5,12.57,263.97,3/7/2019,12/31/1899 1:58:00 PM,Ewallet,251.4,4.761904762,12.57,9.7
311-13-6971,Cairo,"Cairo, Egypt",Member,Male,Sports and travel,31.99,10,15.995,335.895,2/20/2019,12/31/1899 3:18:00 PM,Credit card,319.9,4.761904762,15.995,9.9
313-66-9943,Cairo,"Cairo, Egypt",Member,Female,Food and beverages,29.15,3,4.3725,91.8225,3/27/2019,12/31/1899 8:29:00 PM,Credit card,87.45,4.761904762,4.3725,7.3
316-55-4634,Cairo,"Cairo, Egypt",Member,Male,Food and beverages,80.05,5,20.0125,420.2625,1/26/2019,12/31/1899 12:45:00 PM,Credit card,400.25,4.761904762,20.0125,9.4
318-68-5053,Cairo,"Cairo, Egypt",Member,Female,Health and beauty,76.99,6,23.097,485.037,2/27/2019,12/31/1899 5:55:00 PM,Cash,461.94,4.761904762,23.097,6.1
319-50-3348,Cairo,"Cairo, Egypt",Member,Female,Home and lifestyle,40.3,2,4.03,84.63,3/11/2019,12/31/1899 3:30:00 PM,Ewallet,80.6,4.761904762,4.03,4.4
320-85-2052,Cairo,"Cairo, Egypt",Normal,Female,Sports and travel,34.81,1,1.7405,36.5505,1/14/2019,12/31/1899 10:11:00 AM,Credit card,34.81,4.761904762,1.7405,7
321-49-7382,Cairo,"Cairo, Egypt",Member,Male,Sports and travel,88.31,1,4.4155,92.7255,2/15/2019,12/31/1899 5:38:00 PM,Credit card,88.31,4.761904762,4.4155,5.2
322-02-2271,Cairo,"Cairo, Egypt",Normal,Female,Sports and travel,42.97,3,6.4455,135.3555,2/3/2019,12/31/1899 11:46:00 AM,Cash,128.91,4.761904762,6.4455,9.3
327-40-9673,Cairo,"Cairo, Egypt",Member,Male,Sports and travel,72.6,6,21.78,457.38,1/13/2019,12/31/1899 7:51:00 PM,Cash,435.6,4.761904762,21.78,6.9
339-12-4827,Cairo,"Cairo, Egypt",Member,Female,Fashion accessories,73.96,1,3.698,77.658,1/5/2019,12/31/1899 11:32:00 AM,Credit card,73.96,4.761904762,3.698,5
339-38-9982,Cairo,"Cairo, Egypt",Member,Male,Fashion accessories,59.86,2,5.986,125.706,1/13/2019,12/31/1899 2:55:00 PM,Ewallet,119.72,4.761904762,5.986,6.7
339-96-8318,Cairo,"Cairo, Egypt",Member,Male,Fashion accessories,81.31,7,28.4585,597.6285,3/1/2019,12/31/1899 7:49:00 PM,Ewallet,569.17,4.761904762,28.4585,6.3
343-61-3544,Cairo,"Cairo, Egypt",Member,Male,Sports and travel,26.67,10,13.335,280.035,1/29/2019,12/31/1899 11:48:00 AM,Cash,266.7,4.761904762,13.335,8.6
343-75-9322,Cairo,"Cairo, Egypt",Member,Female,Sports and travel,11.85,8,4.74,99.54,1/9/2019,12/31/1899 4:34:00 PM,Cash,94.8,4.761904762,4.74,4.1
346-12-3257,Cairo,"Cairo, Egypt",Member,Male,Electronic accessories,19.24,9,8.658,181.818,3/4/2019,12/31/1899 4:28:00 PM,Cash,173.16,4.761904762,8.658,8
346-84-3103,Cairo,"Cairo, Egypt",Member,Female,Electronic accessories,13.22,5,3.305,69.405,3/2/2019,12/31/1899 7:26:00 PM,Cash,66.1,4.761904762,3.305,4.3
347-34-2234,Cairo,"Cairo, Egypt",Member,Female,Sports and travel,55.07,9,24.7815,520.4115,2/3/2019,12/31/1899 1:40:00 PM,Ewallet,495.63,4.761904762,24.7815,10
347-72-6115,Cairo,"Cairo, Egypt",Member,Female,Sports and travel,90.74,7,31.759,666.939,1/16/2019,12/31/1899 6:03:00 PM,Credit card,635.18,4.761904762,31.759,6.2
349-97-8902,Cairo,"Cairo, Egypt",Member,Male,Food and beverages,57.89,2,5.789,121.569,1/17/2019,12/31/1899 10:37:00 AM,Ewallet,115.78,4.761904762,5.789,8.9
351-62-0822,Cairo,"Cairo, Egypt",Member,Female,Fashion accessories,14.48,4,2.896,60.816,2/6/2019,12/31/1899 6:07:00 PM,Ewallet,57.92,4.761904762,2.896,4.5
354-25-5821,Cairo,"Cairo, Egypt",Member,Female,Sports and travel,69.12,6,20.736,435.456,2/8/2019,12/31/1899 1:03:00 PM,Cash,414.72,4.761904762,20.736,5.6
355-34-6244,Cairo,"Cairo, Egypt",Normal,Male,Food and beverages,72.39,2,7.239,152.019,1/13/2019,12/31/1899 7:55:00 PM,Credit card,144.78,4.761904762,7.239,8.1
356-44-8813,Cairo,"Cairo, Egypt",Normal,Male,Home and lifestyle,37.48,3,5.622,118.062,1/20/2019,12/31/1899 1:45:00 PM,Credit card,112.44,4.761904762,5.622,7.7
359-90-3665,Cairo,"Cairo, Egypt",Member,Female,Fashion accessories,18.08,4,3.616,75.936,1/14/2019,12/31/1899 6:03:00 PM,Credit card,72.32,4.761904762,3.616,9.5
359-94-5395,Cairo,"Cairo, Egypt",Normal,Male,Health and beauty,92.78,1,4.639,97.419,3/15/2019,12/31/1899 10:50:00 AM,Credit card,92.78,4.761904762,4.639,9.8
361-59-0574,Cairo,"Cairo, Egypt",Member,Male,Sports and travel,90.53,8,36.212,760.452,3/15/2019,12/31/1899 2:48:00 PM,Credit card,724.24,4.761904762,36.212,6.5
364-33-8584,Cairo,"Cairo, Egypt",Member,Female,Food and beverages,17.63,5,4.4075,92.5575,3/8/2019,12/31/1899 3:27:00 PM,Cash,88.15,4.761904762,4.4075,8.5
365-16-4334,Cairo,"Cairo, Egypt",Normal,Female,Food and beverages,26.43,8,10.572,222.012,2/24/2019,12/31/1899 2:26:00 PM,Ewallet,211.44,4.761904762,10.572,8.9
366-43-6862,Cairo,"Cairo, Egypt",Normal,Male,Electronic accessories,52.89,4,10.578,222.138,3/25/2019,12/31/1899 4:32:00 PM,Ewallet,211.56,4.761904762,10.578,6.7
369-82-2676,Cairo,"Cairo, Egypt",Normal,Male,Electronic accessories,75.66,5,18.915,397.215,1/15/2019,12/31/1899 6:22:00 PM,Ewallet,378.3,4.761904762,18.915,7.8
370-41-7321,Cairo,"Cairo, Egypt",Member,Female,Health and beauty,56.69,9,25.5105,535.7205,2/27/2019,12/31/1899 5:24:00 PM,Credit card,510.21,4.761904762,25.5105,8.4
371-85-5789,Cairo,"Cairo, Egypt",Member,Female,Health and beauty,87.98,3,13.197,277.137,3/5/2019,12/31/1899 10:40:00 AM,Ewallet,263.94,4.761904762,13.197,5.1
374-17-3652,Cairo,"Cairo, Egypt",Member,Female,Food and beverages,42.82,9,19.269,404.649,2/5/2019,12/31/1899 3:26:00 PM,Credit card,385.38,4.761904762,19.269,8.9
374-38-5555,Cairo,"Cairo, Egypt",Normal,Female,Fashion accessories,63.71,5,15.9275,334.4775,2/7/2019,12/31/1899 7:30:00 PM,Ewallet,318.55,4.761904762,15.9275,8.5
375-72-3056,Cairo,"Cairo, Egypt",Normal,Male,Sports and travel,63.06,3,9.459,198.639,1/19/2019,12/31/1899 3:58:00 PM,Ewallet,189.18,4.761904762,9.459,7
376-02-8238,Cairo,"Cairo, Egypt",Normal,Male,Home and lifestyle,93.87,8,37.548,788.508,2/2/2019,12/31/1899 6:42:00 PM,Credit card,750.96,4.761904762,37.548,8.3
378-07-7001,Cairo,"Cairo, Egypt",Member,Male,Electronic accessories,48.09,3,7.2135,151.4835,2/10/2019,12/31/1899 6:23:00 PM,Credit card,144.27,4.761904762,7.2135,7.8
378-24-2715,Cairo,"Cairo, Egypt",Member,Female,Home and lifestyle,53.44,2,5.344,112.224,1/20/2019,12/31/1899 8:38:00 PM,Ewallet,106.88,4.761904762,5.344,4.1
387-49-4215,Cairo,"Cairo, Egypt",Member,Female,Sports and travel,48.5,3,7.275,152.775,1/8/2019,12/31/1899 12:50:00 PM,Cash,145.5,4.761904762,7.275,6.7
388-76-2555,Cairo,"Cairo, Egypt",Normal,Male,Sports and travel,13.69,6,4.107,86.247,2/13/2019,12/31/1899 1:59:00 PM,Cash,82.14,4.761904762,4.107,6.3
390-80-5128,Cairo,"Cairo, Egypt",Member,Female,Health and beauty,19.15,1,0.9575,20.1075,1/28/2019,12/31/1899 5:58:00 PM,Credit card,19.15,4.761904762,0.9575,9.5
394-30-3170,Cairo,"Cairo, Egypt",Member,Female,Sports and travel,88.43,8,35.372,742.812,3/22/2019,12/31/1899 7:35:00 PM,Credit card,707.44,4.761904762,35.372,4.3
394-43-4238,Cairo,"Cairo, Egypt",Member,Male,Home and lifestyle,17.77,5,4.4425,93.2925,2/15/2019,12/31/1899 12:42:00 PM,Credit card,88.85,4.761904762,4.4425,5.4
396-90-2219,Cairo,"Cairo, Egypt",Normal,Female,Electronic accessories,14.96,8,5.984,125.664,2/23/2019,12/31/1899 12:29:00 PM,Cash,119.68,4.761904762,5.984,8.6
400-45-1220,Cairo,"Cairo, Egypt",Normal,Female,Health and beauty,13.5,10,6.75,141.75,2/27/2019,12/31/1899 11:06:00 AM,Credit card,135,4.761904762,6.75,4.8
401-18-8016,Cairo,"Cairo, Egypt",Member,Female,Sports and travel,98.13,1,4.9065,103.0365,1/21/2019,12/31/1899 5:36:00 PM,Cash,98.13,4.761904762,4.9065,8.9
414-12-7047,Cairo,"Cairo, Egypt",Normal,Male,Food and beverages,19.79,8,7.916,166.236,1/18/2019,12/31/1899 12:04:00 PM,Ewallet,158.32,4.761904762,7.916,8.7
418-02-5978,Cairo,"Cairo, Egypt",Normal,Female,Health and beauty,84.09,9,37.8405,794.6505,2/11/2019,12/31/1899 10:54:00 AM,Cash,756.81,4.761904762,37.8405,8
418-05-0656,Cairo,"Cairo, Egypt",Normal,Female,Fashion accessories,25.56,7,8.946,187.866,2/2/2019,12/31/1899 8:42:00 PM,Cash,178.92,4.761904762,8.946,7.1
420-04-7590,Cairo,"Cairo, Egypt",Normal,Male,Home and lifestyle,99.7,3,14.955,314.055,3/18/2019,12/31/1899 11:29:00 AM,Ewallet,299.1,4.761904762,14.955,4.7
423-57-2993,Cairo,"Cairo, Egypt",Normal,Male,Sports and travel,93.39,6,28.017,588.357,3/27/2019,12/31/1899 7:18:00 PM,Ewallet,560.34,4.761904762,28.017,10
425-85-2085,Cairo,"Cairo, Egypt",Member,Male,Health and beauty,54.86,5,13.715,288.015,3/29/2019,12/31/1899 4:48:00 PM,Ewallet,274.3,4.761904762,13.715,9.8
427-45-9297,Cairo,"Cairo, Egypt",Member,Female,Home and lifestyle,40.73,7,14.2555,299.3655,3/12/2019,12/31/1899 11:01:00 AM,Ewallet,285.11,4.761904762,14.2555,5.4
430-02-3888,Cairo,"Cairo, Egypt",Normal,Male,Electronic accessories,46.02,6,13.806,289.926,2/7/2019,12/31/1899 3:55:00 PM,Cash,276.12,4.761904762,13.806,7.1
430-53-4718,Cairo,"Cairo, Egypt",Member,Male,Health and beauty,75.37,8,30.148,633.108,1/28/2019,12/31/1899 3:46:00 PM,Credit card,602.96,4.761904762,30.148,8.4
431-66-2305,Cairo,"Cairo, Egypt",Normal,Female,Electronic accessories,88.25,9,39.7125,833.9625,2/15/2019,12/31/1899 8:51:00 PM,Credit card,794.25,4.761904762,39.7125,7.6
