transaction_id,transaction_date,branch_id,itemean,barcode,qty_sold,qty_returned,net_qty,unit_price,unit_cost,total_sales_value,total_return_value,net_sales_value,net_cost_value,profit_amount
TRX-20260213-01219,2026-02-13 04:04:47,3,00003577,622300357700,3,0,3,65.0,50.0,195.0,0.0,195.0,150.0,45.0
TRX-20260213-03413,2026-02-13 04:43:22,1,00003599,622300359900,3,0,3,380.0,320.0,1140.0,0.0,1140.0,960.0,180.0
TRX-20260213-01366,2026-02-13 04:54:55,3,00003558,622300355800,1,0,1,8.0,6.5,8.0,0.0,8.0,6.5,1.5
TRX-20260213-03825,2026-02-13 05:06:14,3,00003567,622300356724,2,1,1,775.2,696.0,1550.4,775.2,775.2,696.0,79.2
TRX-20260213-00379,2026-02-13 05:54:14,1,00003608,622300360800,1,0,1,78.0,60.0,78.0,0.0,78.0,60.0,18.0
TRX-20260213-03742,2026-02-13 06:22:01,3,00003604,622300360400,2,0,2,50.0,40.0,100.0,0.0,100.0,80.0,20.0
TRX-20260213-03129,2026-02-13 06:26:42,4,00003566,622300356600,2,0,2,180.0,150.0,360.0,0.0,360.0,300.0,60.0
TRX-20260213-00242,2026-02-13 06:26:55,5,00003561,622300356100,1,0,1,42.0,35.0,42.0,0.0,42.0,35.0,7.0
TRX-20260213-00311,2026-02-13 06:41:17,3,00003566,622300356600,1,0,1,180.0,150.0,180.0,0.0,180.0,150.0,30.0
TRX-20260213-00043,2026-02-13 06:41:42,4,00003602,622300360200,2,0,2,45.0,35.0,90.0,0.0,90.0,70.0,20.0
TRX-20260213-04548,2026-02-13 06:56:49,3,00003557,622300355700,4,0,4,7.0,5.5,28.0,0.0,28.0,22.0,6.0
TRX-20260213-00123,2026-02-13 06:57:36,5,00003556,622300355624,2,0,2,159.6,132.0,319.2,0.0,319.2,264.0,55.2
TRX-20260213-04229,2026-02-13 07:20:14,1,00003593,622300359300,3,0,3,18.0,14.0,54.0,0.0,54.0,42.0,12.0
TRX-20260213-01866,2026-02-13 09:08:57,4,00003581,622300358100,1,0,1,32.0,25.0,32.0,0.0,32.0,25.0,7.0
TRX-20260213-03162,2026-02-13 09:41:39,3,00003576,622300357606,2,0,2,1396.5,1260.0,2793.0,0.0,2793.0,2520.0,273.0
TRX-20260213-00254,2026-02-13 10:04:32,1,00003606,622300360600,1,0,1,85.0,65.0,85.0,0.0,85.0,65.0,20.0
TRX-20260213-01301,2026-02-13 10:12:45,4,00003567,622300356700,5,1,4,34.0,29.0,170.0,34.0,136.0,116.0,20.0
TRX-20260213-01091,2026-02-13 11:20:51,2,00003592,622300359200,3,0,3,4.5,3.0,13.5,0.0,13.5,9.0,4.5
TRX-20260213-03660,2026-02-13 11:26:50,1,00003576,622300357600,5,0,5,245.0,210.0,1225.0,0.0,1225.0,1050.0,175.0
TRX-20260213-03988,2026-02-13 11:41:32,1,00003592,622300359200,5,0,5,4.5,3.0,22.5,0.0,22.5,15.0,7.5
TRX-20260213-02553,2026-02-13 12:24:41,1,00003600,622300360000,1,0,1,135.0,110.0,135.0,0.0,135.0,110.0,25.0
TRX-20260213-00402,2026-02-13 12:37:47,3,00003552,622300355200,5,0,5,420.0,380.0,2100.0,0.0,2100.0,1900.0,200.0
TRX-20260213-02466,2026-02-13 12:58:51,1,00003609,622300360900,3,0,3,110.0,85.0,330.0,0.0,330.0,255.0,75.0
TRX-20260213-03477,2026-02-13 13:00:30,1,00003558,622300355800,4,0,4,8.0,6.5,32.0,0.0,32.0,26.0,6.0
TRX-20260213-03371,2026-02-13 13:50:11,3,00003589,622300358900,1,1,0,10.0,8.0,10.0,10.0,0.0,0.0,0.0
TRX-20260213-02288,2026-02-13 14:45:56,3,00003600,622300360000,4,0,4,135.0,110.0,540.0,0.0,540.0,440.0,100.0
TRX-20260213-03226,2026-02-13 15:39:37,3,00003576,622300357600,2,0,2,245.0,210.0,490.0,0.0,490.0,420.0,70.0
TRX-20260213-03769,2026-02-13 15:43:15,3,00003595,622300359500,4,0,4,110.0,85.0,440.0,0.0,440.0,340.0,100.0
TRX-20260213-02103,2026-02-13 16:16:55,2,00003583,622300358300,5,0,5,5.5,4.0,27.5,0.0,27.5,20.0,7.5
TRX-20260213-02788,2026-02-13 16:32:17,2,00003606,622300360600,1,0,1,85.0,65.0,85.0,0.0,85.0,65.0,20.0
TRX-20260213-00897,2026-02-13 16:52:01,4,00003577,622300357700,1,0,1,65.0,50.0,65.0,0.0,65.0,50.0,15.0
TRX-20260213-01421,2026-02-13 17:35:41,5,00003569,622300356900,5,0,5,14.0,11.0,70.0,0.0,70.0,55.0,15.0
TRX-20260213-04799,2026-02-13 17:36:19,1,00003586,622300358600,4,0,4,55.0,45.0,220.0,0.0,220.0,180.0,40.0
TRX-20260213-02033,2026-02-13 17:39:02,5,00003587,622300358700,4,0,4,135.0,110.0,540.0,0.0,540.0,440.0,100.0
TRX-20260213-00417,2026-02-13 18:40:12,2,00003555,622300355500,3,0,3,480.0,420.0,1440.0,0.0,1440.0,1260.0,180.0
TRX-20260213-03184,2026-02-13 18:43:24,3,00003574,622300357400,2,2,0,155.0,135.0,310.0,310.0,0.0,0.0,0.0
TRX-20260213-03452,2026-02-13 19:19:29,2,00003603,622300360300,3,0,3,35.0,28.0,105.0,0.0,105.0,84.0,21.0
TRX-20260213-01658,2026-02-13 19:23:15,3,00003563,622300356300,2,0,2,12.0,9.0,24.0,0.0,24.0,18.0,6.0
TRX-20260213-02817,2026-02-13 19:40:37,3,00003570,622300357000,4,0,4,20.0,16.0,80.0,0.0,80.0,64.0,16.0
TRX-20260213-01180,2026-02-13 20:55:39,2,00003584,622300358400,5,0,5,26.0,20.0,130.0,0.0,130.0,100.0,30.0
TRX-20260213-01674,2026-02-13 20:58:46,3,00003553,622300355300,3,0,3,450.0,400.0,1350.0,0.0,1350.0,1200.0,150.0
TRX-20260213-01159,2026-02-13 21:05:26,2,00003561,622300356100,3,0,3,42.0,35.0,126.0,0.0,126.0,105.0,21.0
TRX-20260213-03806,2026-02-13 21:10:57,1,00003601,622300360100,1,0,1,205.0,175.0,205.0,0.0,205.0,175.0,30.0
TRX-20260213-02478,2026-02-13 21:16:06,2,00003604,622300360400,5,0,5,50.0,40.0,250.0,0.0,250.0,200.0,50.0
TRX-20260213-03241,2026-02-13 21:54:59,5,00003613,622300361300,1,0,1,105.0,85.0,105.0,0.0,105.0,85.0,20.0
TRX-20260213-02444,2026-02-13 22:18:31,2,00003589,622300358900,3,0,3,10.0,8.0,30.0,0.0,30.0,24.0,6.0
TRX-20260213-04695,2026-02-13 22:30:03,1,00003565,622300356500,4,1,3,38.0,32.0,152.0,38.0,114.0,96.0,18.0
TRX-20260213-04298,2026-02-13 22:39:03,1,00003564,622300356400,2,0,2,20.0,16.0,40.0,0.0,40.0,32.0,8.0
TRX-20260213-00454,2026-02-13 23:09:07,5,00003606,622300360600,4,4,0,85.0,65.0,340.0,340.0,0.0,0.0,0.0
TRX-20260214-01179,2026-02-14 00:01:40,1,00003610,622300361000,5,0,5,75.0,60.0,375.0,0.0,375.0,300.0,75.0
TRX-20260214-00226,2026-02-14 00:57:37,2,00003607,622300360700,4,0,4,125.0,95.0,500.0,0.0,500.0,380.0,120.0
TRX-20260214-02035,2026-02-14 01:48:10,3,00003565,622300356500,2,1,1,38.0,32.0,76.0,38.0,38.0,32.0,6.0
TRX-20260214-04792,2026-02-14 02:01:46,2,00003588,622300358800,2,0,2,95.0,75.0,190.0,0.0,190.0,150.0,40.0
TRX-20260214-04462,2026-02-14 02:42:47,3,00003600,622300360000,4,0,4,135.0,110.0,540.0,0.0,540.0,440.0,100.0
TRX-20260214-00513,2026-02-14 02:45:11,1,00003592,622300359224,2,0,2,102.6,72.0,205.2,0.0,205.2,144.0,61.2
TRX-20260214-04309,2026-02-14 03:47:48,2,00003575,622300357500,1,0,1,55.0,45.0,55.0,0.0,55.0,45.0,10.0
TRX-20260214-03277,2026-02-14 04:06:27,2,00003582,622300358200,5,0,5,28.0,22.0,140.0,0.0,140.0,110.0,30.0
TRX-20260214-01974,2026-02-14 04:47:37,3,00003610,622300361000,1,0,1,75.0,60.0,75.0,0.0,75.0,60.0,15.0
TRX-20260214-03798,2026-02-14 04:53:38,2,00003594,622300359400,5,0,5,195.0,160.0,975.0,0.0,975.0,800.0,175.0
TRX-20260214-04798,2026-02-14 05:52:17,4,00003573,622300357300,3,0,3,88.0,75.0,264.0,0.0,264.0,225.0,39.0
TRX-20260214-00945,2026-02-14 06:36:38,2,00003555,622300355500,1,0,1,480.0,420.0,480.0,0.0,480.0,420.0,60.0
TRX-20260214-03323,2026-02-14 06:39:38,1,00003555,622300355500,1,1,0,480.0,420.0,480.0,480.0,0.0,0.0,0.0
TRX-20260214-04522,2026-02-14 06:43:42,1,00003609,622300360900,5,0,5,110.0,85.0,550.0,0.0,550.0,425.0,125.0
TRX-20260214-04469,2026-02-14 06:45:58,2,00003571,622300357100,2,0,2,17.5,14.0,35.0,0.0,35.0,28.0,7.0
TRX-20260214-01288,2026-02-14 07:00:26,1,00003571,622300357100,3,0,3,17.5,14.0,52.5,0.0,52.5,42.0,10.5
TRX-20260214-04778,2026-02-14 07:01:08,1,00003574,622300357400,2,0,2,155.0,135.0,310.0,0.0,310.0,270.0,40.0
TRX-20260214-01995,2026-02-14 07:47:45,1,00003561,622300356100,2,0,2,42.0,35.0,84.0,0.0,84.0,70.0,14.0
TRX-20260214-01579,2026-02-14 07:52:20,4,00003591,622300359100,1,0,1,7.0,5.0,7.0,0.0,7.0,5.0,2.0
TRX-20260214-00642,2026-02-14 08:53:30,1,00003590,622300359000,4,0,4,23.0,18.0,92.0,0.0,92.0,72.0,20.0
TRX-20260214-01706,2026-02-14 08:55:55,2,00003596,622300359600,1,0,1,120.0,95.0,120.0,0.0,120.0,95.0,25.0
TRX-20260214-03794,2026-02-14 09:58:15,2,00003574,622300357400,3,0,3,155.0,135.0,465.0,0.0,465.0,405.0,60.0
TRX-20260214-02414,2026-02-14 12:52:31,4,00003559,622300355900,1,0,1,28.0,22.0,28.0,0.0,28.0,22.0,6.0
TRX-20260214-04513,2026-02-14 13:16:36,2,00003584,622300358400,3,0,3,26.0,20.0,78.0,0.0,78.0,60.0,18.0
TRX-20260214-01337,2026-02-14 14:11:55,5,00003576,622300357600,3,0,3,245.0,210.0,735.0,0.0,735.0,630.0,105.0
TRX-20260214-02469,2026-02-14 14:17:09,3,00003583,622300358300,2,0,2,5.5,4.0,11.0,0.0,11.0,8.0,3.0
TRX-20260214-04141,2026-02-14 15:19:34,2,00003560,622300356000,2,0,2,135.0,110.0,270.0,0.0,270.0,220.0,50.0
TRX-20260214-00527,2026-02-14 15:57:20,3,00003606,622300360606,1,0,1,484.5,390.0,484.5,0.0,484.5,390.0,94.5
TRX-20260214-01636,2026-02-14 16:35:49,4,00003595,622300359500,5,0,5,110.0,85.0,550.0,0.0,550.0,425.0,125.0
TRX-20260214-02030,2026-02-14 17:18:57,5,00003563,622300356300,4,0,4,12.0,9.0,48.0,0.0,48.0,36.0,12.0
TRX-20260214-04589,2026-02-14 17:56:14,2,00003561,622300356100,5,0,5,42.0,35.0,210.0,0.0,210.0,175.0,35.0
TRX-20260214-00858,2026-02-14 18:14:49,1,00003595,622300359500,3,0,3,110.0,85.0,330.0,0.0,330.0,255.0,75.0
TRX-20260214-03986,2026-02-14 18:20:45,1,00003605,622300360500,2,0,2,58.0,45.0,116.0,0.0,116.0,90.0,26.0
TRX-20260214-01749,2026-02-14 19:00:22,1,00003586,622300358600,2,0,2,55.0,45.0,110.0,0.0,110.0,90.0,20.0
TRX-20260214-00393,2026-02-14 19:26:30,1,00003565,622300356500,1,0,1,38.0,32.0,38.0,0.0,38.0,32.0,6.0
TRX-20260214-04779,2026-02-14 19:28:51,1,00003564,622300356400,5,0,5,20.0,16.0,100.0,0.0,100.0,80.0,20.0
TRX-20260214-04124,2026-02-14 19:36:03,2,00003596,622300359624,1,0,1,2736.0,2280.0,2736.0,0.0,2736.0,2280.0,456.0
TRX-20260214-00869,2026-02-14 20:07:27,3,00003588,622300358800,4,0,4,95.0,75.0,380.0,0.0,380.0,300.0,80.0
TRX-20260214-04914,2026-02-14 20:25:25,5,00003610,622300361006,2,0,2,427.5,360.0,855.0,0.0,855.0,720.0,135.0
TRX-20260214-02718,2026-02-14 20:36:45,2,00003584,622300358400,3,0,3,26.0,20.0,78.0,0.0,78.0,60.0,18.0
TRX-20260214-01391,2026-02-14 20:48:40,1,00003565,622300356500,2,0,2,38.0,32.0,76.0,0.0,76.0,64.0,12.0
TRX-20260214-02269,2026-02-14 21:35:59,2,00003580,622300358000,3,0,3,38.0,30.0,114.0,0.0,114.0,90.0,24.0
TRX-20260214-00988,2026-02-14 21:50:32,2,00003557,622300355700,2,2,0,7.0,5.5,14.0,14.0,0.0,0.0,0.0
TRX-20260214-04514,2026-02-14 22:06:35,1,00003593,622300359300,2,1,1,18.0,14.0,36.0,18.0,18.0,14.0,4.0
TRX-20260214-02001,2026-02-14 22:41:01,3,00003603,622300360300,4,0,4,35.0,28.0,140.0,0.0,140.0,112.0,28.0
TRX-20260214-02867,2026-02-14 22:45:01,5,00003589,622300358900,3,0,3,10.0,8.0,30.0,0.0,30.0,24.0,6.0
TRX-20260214-01145,2026-02-14 23:55:48,3,00003559,622300355900,2,0,2,28.0,22.0,56.0,0.0,56.0,44.0,12.0
TRX-20260215-03285,2026-02-15 00:03:08,2,00003561,622300356100,1,0,1,42.0,35.0,42.0,0.0,42.0,35.0,7.0
TRX-20260215-00649,2026-02-15 00:38:31,3,00003598,622300359800,2,0,2,245.0,210.0,490.0,0.0,490.0,420.0,70.0
TRX-20260215-01323,2026-02-15 00:42:09,1,00003586,622300358600,3,0,3,55.0,45.0,165.0,0.0,165.0,135.0,30.0
TRX-20260215-01848,2026-02-15 00:45:37,2,00003606,622300360600,3,0,3,85.0,65.0,255.0,0.0,255.0,195.0,60.0
TRX-20260215-00772,2026-02-15 00:51:54,4,00003559,622300355900,4,0,4,28.0,22.0,112.0,0.0,112.0,88.0,24.0
TRX-20260215-04617,2026-02-15 01:02:17,4,00003595,622300359500,5,0,5,110.0,85.0,550.0,0.0,550.0,425.0,125.0
TRX-20260215-03757,2026-02-15 03:02:39,5,00003589,622300358900,2,0,2,10.0,8.0,20.0,0.0,20.0,16.0,4.0
TRX-20260215-04615,2026-02-15 03:21:28,2,00003592,622300359200,2,0,2,4.5,3.0,9.0,0.0,9.0,6.0,3.0
TRX-20260215-02346,2026-02-15 03:41:27,5,00003596,622300359600,5,0,5,120.0,95.0,600.0,0.0,600.0,475.0,125.0
TRX-20260215-04452,2026-02-15 03:52:22,3,00003582,622300358200,2,0,2,28.0,22.0,56.0,0.0,56.0,44.0,12.0
TRX-20260215-03746,2026-02-15 04:09:13,4,00003592,622300359200,4,0,4,4.5,3.0,18.0,0.0,18.0,12.0,6.0
TRX-20260215-00741,2026-02-15 04:20:46,1,00003561,622300356100,5,0,5,42.0,35.0,210.0,0.0,210.0,175.0,35.0
TRX-20260215-02260,2026-02-15 04:43:28,2,00003603,622300360300,1,0,1,35.0,28.0,35.0,0.0,35.0,28.0,7.0
TRX-20260215-04227,2026-02-15 04:46:42,1,00003555,622300355500,3,0,3,480.0,420.0,1440.0,0.0,1440.0,1260.0,180.0
TRX-20260215-02983,2026-02-15 05:13:50,3,00003593,622300359300,2,1,1,18.0,14.0,36.0,18.0,18.0,14.0,4.0
TRX-20260215-00549,2026-02-15 05:31:53,1,00003558,622300355800,4,0,4,8.0,6.5,32.0,0.0,32.0,26.0,6.0
TRX-20260215-00142,2026-02-15 06:17:09,3,00003560,622300356000,3,1,2,135.0,110.0,405.0,135.0,270.0,220.0,50.0
TRX-20260215-04647,2026-02-15 06:36:20,5,00003612,622300361200,3,0,3,16.0,12.0,48.0,0.0,48.0,36.0,12.0
TRX-20260215-02557,2026-02-15 06:37:42,3,00003559,622300355900,3,0,3,28.0,22.0,84.0,0.0,84.0,66.0,18.0
TRX-20260215-02829,2026-02-15 06:39:02,3,00003586,622300358600,2,0,2,55.0,45.0,110.0,0.0,110.0,90.0,20.0
TRX-20260215-02301,2026-02-15 06:42:39,3,00003563,622300356300,2,0,2,12.0,9.0,24.0,0.0,24.0,18.0,6.0
TRX-20260215-02199,2026-02-15 07:14:23,5,00003555,622300355500,3,1,2,480.0,420.0,1440.0,480.0,960.0,840.0,120.0
TRX-20260215-03783,2026-02-15 07:27:41,1,00003565,622300356500,1,0,1,38.0,32.0,38.0,0.0,38.0,32.0,6.0
TRX-20260215-02921,2026-02-15 07:55:18,4,00003571,622300357100,2,0,2,17.5,14.0,35.0,0.0,35.0,28.0,7.0
TRX-20260215-03762,2026-02-15 08:56:58,2,00003579,622300357900,3,0,3,110.0,85.0,330.0,0.0,330.0,255.0,75.0
TRX-20260215-02500,2026-02-15 09:52:17,1,00003585,622300358500,5,0,5,220.0,180.0,1100.0,0.0,1100.0,900.0,200.0
TRX-20260215-00069,2026-02-15 09:58:18,1,00003612,622300361200,3,0,3,16.0,12.0,48.0,0.0,48.0,36.0,12.0
TRX-20260215-00192,2026-02-15 10:19:24,3,00003567,622300356724,1,0,1,775.2,696.0,775.2,0.0,775.2,696.0,79.2
TRX-20260215-04261,2026-02-15 10:40:10,1,00003596,622300359600,3,0,3,120.0,95.0,360.0,0.0,360.0,285.0,75.0
TRX-20260215-02546,2026-02-15 11:44:36,1,00003604,622300360400,1,0,1,50.0,40.0,50.0,0.0,50.0,40.0,10.0
TRX-20260215-01644,2026-02-15 12:01:18,2,00003608,622300360800,5,0,5,78.0,60.0,390.0,0.0,390.0,300.0,90.0
TRX-20260215-00864,2026-02-15 12:14:56,3,00003599,622300359900,5,2,3,380.0,320.0,1900.0,760.0,1140.0,960.0,180.0
TRX-20260215-02901,2026-02-15 12:38:18,2,00003559,622300355900,3,0,3,28.0,22.0,84.0,0.0,84.0,66.0,18.0
TRX-20260215-00796,2026-02-15 13:04:49,4,00003554,622300355400,5,0,5,435.0,390.0,2175.0,0.0,2175.0,1950.0,225.0
TRX-20260215-03706,2026-02-15 13:30:43,1,00003579,622300357900,2,0,2,110.0,85.0,220.0,0.0,220.0,170.0,50.0
TRX-20260215-03830,2026-02-15 13:32:19,2,00003563,622300356300,3,0,3,12.0,9.0,36.0,0.0,36.0,27.0,9.0
TRX-20260215-04836,2026-02-15 13:40:00,4,00003561,622300356100,3,0,3,42.0,35.0,126.0,0.0,126.0,105.0,21.0
TRX-20260215-03056,2026-02-15 13:45:35,1,00003563,622300356312,2,0,2,136.8,108.0,273.6,0.0,273.6,216.0,57.6
TRX-20260215-02779,2026-02-15 13:49:52,2,00003599,622300359900,5,0,5,380.0,320.0,1900.0,0.0,1900.0,1600.0,300.0
TRX-20260215-02510,2026-02-15 13:57:37,2,00003561,622300356100,5,0,5,42.0,35.0,210.0,0.0,210.0,175.0,35.0
TRX-20260215-04596,2026-02-15 14:36:56,5,00003605,622300360500,2,0,2,58.0,45.0,116.0,0.0,116.0,90.0,26.0
TRX-20260215-00566,2026-02-15 14:47:11,2,00003573,622300357300,2,0,2,88.0,75.0,176.0,0.0,176.0,150.0,26.0
TRX-20260215-00456,2026-02-15 15:14:52,3,00003566,622300356606,1,0,1,1026.0,900.0,1026.0,0.0,1026.0,900.0,126.0
TRX-20260215-01742,2026-02-15 15:15:53,2,00003562,622300356200,5,0,5,60.0,50.0,300.0,0.0,300.0,250.0,50.0
TRX-20260215-04406,2026-02-15 15:22:21,5,00003610,622300361000,3,0,3,75.0,60.0,225.0,0.0,225.0,180.0,45.0
TRX-20260215-03955,2026-02-15 15:22:35,2,00003582,622300358200,1,0,1,28.0,22.0,28.0,0.0,28.0,22.0,6.0
TRX-20260215-03415,2026-02-15 15:27:36,5,00003567,622300356724,1,0,1,775.2,696.0,775.2,0.0,775.2,696.0,79.2
TRX-20260215-04784,2026-02-15 15:37:53,2,00003586,622300358600,5,0,5,55.0,45.0,275.0,0.0,275.0,225.0,50.0
TRX-20260215-04681,2026-02-15 16:08:28,2,00003590,622300359000,2,0,2,23.0,18.0,46.0,0.0,46.0,36.0,10.0
TRX-20260215-01952,2026-02-15 16:21:49,1,00003579,622300357900,2,0,2,110.0,85.0,220.0,0.0,220.0,170.0,50.0
TRX-20260215-00011,2026-02-15 16:50:56,3,00003598,622300359800,5,0,5,245.0,210.0,1225.0,0.0,1225.0,1050.0,175.0
TRX-20260215-03732,2026-02-15 17:20:30,2,00003572,622300357200,5,0,5,23.0,18.0,115.0,0.0,115.0,90.0,25.0
TRX-20260215-04861,2026-02-15 17:49:30,3,00003581,622300358124,1,0,1,729.6,600.0,729.6,0.0,729.6,600.0,129.6
TRX-20260215-03403,2026-02-15 17:50:19,2,00003592,622300359200,1,0,1,4.5,3.0,4.5,0.0,4.5,3.0,1.5
TRX-20260215-01198,2026-02-15 18:21:44,1,00003556,622300355600,2,0,2,7.0,5.5,14.0,0.0,14.0,11.0,3.0
