Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Sales,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
131-15-8856,Giza,"Giza, Egypt",Member,Female,Food and beverages,72.52,8,29.008,609.168,2019-03-30 00:00:00,1899-12-31 19:26:00,Credit card,580.16,4.761904762,29.008,4
133-14-7229,Giza,"Giza, Egypt",Normal,Male,Health and beauty,62.87,2,6.287,132.027,2019-01-01 00:00:00,1899-12-31 11:43:00,Cash,125.74,4.761904762,6.287,5
137-63-5492,Giza,"Giza, Egypt",Normal,Male,Electronic accessories,58.76,10,29.38,616.98,2019-01-29 00:00:00,1899-12-31 14:26:00,Ewallet,587.6,4.761904762,29.38,9
137-74-8729,Giza,"Giza, Egypt",Normal,Female,Fashion accessories,12.19,8,4.876,102.396,2019-03-13 00:00:00,1899-12-31 12:47:00,Ewallet,97.52,4.761904762,4.876,6.8
139-52-2867,Giza,"Giza, Egypt",Normal,Female,Fashion accessories,22.51,7,7.8785,165.4485,2019-02-13 00:00:00,1899-12-31 10:50:00,Credit card,157.57,4.761904762,7.8785,4.8
142-72-4741,Giza,"Giza, Egypt",Member,Male,Fashion accessories,93.2,2,9.32,195.72,2019-02-28 00:00:00,1899-12-31 18:37:00,Credit card,186.4,4.761904762,9.32,6
148-41-7930,Giza,"Giza, Egypt",Normal,Male,Health and beauty,99.96,7,34.986,734.706,2019-01-23 00:00:00,1899-12-31 10:33:00,Cash,699.72,4.761904762,34.986,6.1
148-82-2527,Giza,"Giza, Egypt",Member,Female,Home and lifestyle,12.12,10,6.06,127.26,2019-03-05 00:00:00,1899-12-31 13:44:00,Credit card,121.2,4.761904762,6.06,8.4
149-14-0304,Giza,"Giza, Egypt",Member,Female,Health and beauty,28.5,8,11.4,239.4,2019-02-06 00:00:00,1899-12-31 14:24:00,Cash,228,4.761904762,11.4,6.6
151-27-8496,Giza,"Giza, Egypt",Normal,Female,Electronic accessories,56.13,4,11.226,235.746,2019-01-19 00:00:00,1899-12-31 11:43:00,Ewallet,224.52,4.761904762,11.226,8.6
153-58-4872,Giza,"Giza, Egypt",Member,Female,Food and beverages,74.89,4,14.978,314.538,2019-03-01 00:00:00,1899-12-31 15:32:00,Ewallet,299.56,4.761904762,14.978,4.2
154-87-7367,Giza,"Giza, Egypt",Normal,Male,Home and lifestyle,65.26,8,26.104,548.184,2019-03-15 00:00:00,1899-12-31 14:04:00,Ewallet,522.08,4.761904762,26.104,6.3
155-45-3814,Giza,"Giza, Egypt",Member,Female,Electronic accessories,88.55,8,35.42,743.82,2019-03-19 00:00:00,1899-12-31 15:29:00,Ewallet,708.4,4.761904762,35.42,4.7
162-65-8559,Giza,"Giza, Egypt",Member,Male,Food and beverages,68.98,1,3.449,72.429,2019-01-21 00:00:00,1899-12-31 20:13:00,Cash,68.98,4.761904762,3.449,4.8
163-56-7055,Giza,"Giza, Egypt",Member,Female,Fashion accessories,48.71,1,2.4355,51.1455,2019-03-26 00:00:00,1899-12-31 19:20:00,Cash,48.71,4.761904762,2.4355,4.1
173-57-2300,Giza,"Giza, Egypt",Member,Male,Sports and travel,72.88,2,7.288,153.048,2019-03-13 00:00:00,1899-12-31 12:51:00,Cash,145.76,4.761904762,7.288,6.1
174-36-3675,Giza,"Giza, Egypt",Member,Male,Food and beverages,99.37,2,9.937,208.677,2019-02-14 00:00:00,1899-12-31 17:29:00,Cash,198.74,4.761904762,9.937,5.2
176-78-1170,Giza,"Giza, Egypt",Member,Male,Health and beauty,33.81,3,5.0715,106.5015,2019-01-26 00:00:00,1899-12-31 15:11:00,Ewallet,101.43,4.761904762,5.0715,7.3
181-94-6432,Giza,"Giza, Egypt",Member,Male,Fashion accessories,69.33,2,6.933,145.593,2019-02-05 00:00:00,1899-12-31 19:05:00,Ewallet,138.66,4.761904762,6.933,9.7
183-21-3799,Giza,"Giza, Egypt",Normal,Female,Electronic accessories,77.63,9,34.9335,733.6035,2019-02-19 00:00:00,1899-12-31 15:14:00,Ewallet,698.67,4.761904762,34.9335,7.2
183-56-6882,Giza,"Giza, Egypt",Member,Female,Food and beverages,99.42,4,19.884,417.564,2019-02-06 00:00:00,1899-12-31 10:42:00,Ewallet,397.68,4.761904762,19.884,7.5
186-09-3669,Giza,"Giza, Egypt",Member,Female,Health and beauty,81.51,1,4.0755,85.5855,2019-01-22 00:00:00,1899-12-31 10:57:00,Ewallet,81.51,4.761904762,4.0755,9.2
189-08-9157,Giza,"Giza, Egypt",Member,Female,Fashion accessories,31.73,9,14.2785,299.8485,2019-01-08 00:00:00,1899-12-31 16:17:00,Credit card,285.57,4.761904762,14.2785,5.9
189-40-5216,Giza,"Giza, Egypt",Normal,Male,Electronic accessories,96.37,7,33.7295,708.3195,2019-01-09 00:00:00,1899-12-31 11:40:00,Cash,674.59,4.761904762,33.7295,6
189-55-2313,Giza,"Giza, Egypt",Normal,Female,Fashion accessories,62.18,10,31.09,652.89,2019-01-31 00:00:00,1899-12-31 10:33:00,Ewallet,621.8,4.761904762,31.09,6
189-98-2939,Giza,"Giza, Egypt",Member,Female,Fashion accessories,78.55,9,35.3475,742.2975,2019-03-01 00:00:00,1899-12-31 13:22:00,Cash,706.95,4.761904762,35.3475,7.2
192-98-7397,Giza,"Giza, Egypt",Normal,Male,Fashion accessories,12.78,1,0.639,13.419,2019-01-08 00:00:00,1899-12-31 14:11:00,Ewallet,12.78,4.761904762,0.639,9.5
196-01-2849,Giza,"Giza, Egypt",Member,Female,Fashion accessories,73.38,7,25.683,539.343,2019-02-10 00:00:00,1899-12-31 13:56:00,Cash,513.66,4.761904762,25.683,9.5
200-16-5952,Giza,"Giza, Egypt",Member,Male,Food and beverages,65.65,2,6.565,137.865,2019-01-17 00:00:00,1899-12-31 16:46:00,Cash,131.3,4.761904762,6.565,6
201-63-8275,Giza,"Giza, Egypt",Member,Female,Sports and travel,67.99,7,23.7965,499.7265,2019-02-17 00:00:00,1899-12-31 16:50:00,Ewallet,475.93,4.761904762,23.7965,5.7
210-67-5886,Giza,"Giza, Egypt",Member,Female,Health and beauty,98.21,3,14.7315,309.3615,2019-02-05 00:00:00,1899-12-31 10:41:00,Credit card,294.63,4.761904762,14.7315,7.8
210-74-9613,Giza,"Giza, Egypt",Normal,Male,Fashion accessories,97.26,4,19.452,408.492,2019-03-16 00:00:00,1899-12-31 15:33:00,Ewallet,389.04,4.761904762,19.452,6.8
211-05-0490,Giza,"Giza, Egypt",Member,Female,Electronic accessories,51.92,5,12.98,272.58,2019-03-03 00:00:00,1899-12-31 13:42:00,Cash,259.6,4.761904762,12.98,7.5
211-30-9270,Giza,"Giza, Egypt",Normal,Male,Health and beauty,17.41,5,4.3525,91.4025,2019-01-28 00:00:00,1899-12-31 15:16:00,Credit card,87.05,4.761904762,4.3525,4.9
214-17-6927,Giza,"Giza, Egypt",Normal,Female,Food and beverages,16.48,6,4.944,103.824,2019-02-07 00:00:00,1899-12-31 18:23:00,Ewallet,98.88,4.761904762,4.944,9.9
219-61-4139,Giza,"Giza, Egypt",Normal,Male,Electronic accessories,83.08,1,4.154,87.234,2019-01-23 00:00:00,1899-12-31 17:16:00,Ewallet,83.08,4.761904762,4.154,6.4
225-32-0908,Giza,"Giza, Egypt",Member,Female,Sports and travel,44.86,10,22.43,471.03,2019-01-26 00:00:00,1899-12-31 19:54:00,Ewallet,448.6,4.761904762,22.43,8.2
225-98-1496,Giza,"Giza, Egypt",Member,Female,Fashion accessories,27.02,3,4.053,85.113,2019-03-02 00:00:00,1899-12-31 13:01:00,Credit card,81.06,4.761904762,4.053,7.1
226-31-3081,Giza,"Giza, Egypt",Normal,Female,Electronic accessories,15.28,5,3.82,80.22,2019-03-08 00:00:00,1899-12-31 10:29:00,Cash,76.4,4.761904762,3.82,9.6
226-71-3580,Giza,"Giza, Egypt",Normal,Female,Sports and travel,23.75,9,10.6875,224.4375,2019-01-31 00:00:00,1899-12-31 12:02:00,Cash,213.75,4.761904762,10.6875,9.5
227-07-4446,Giza,"Giza, Egypt",Member,Female,Electronic accessories,78.13,10,39.065,820.365,2019-02-10 00:00:00,1899-12-31 20:51:00,Cash,781.3,4.761904762,39.065,4.4
228-96-1411,Giza,"Giza, Egypt",Member,Female,Food and beverages,98.7,8,39.48,829.08,2019-03-04 00:00:00,1899-12-31 20:39:00,Cash,789.6,4.761904762,39.48,7.6
232-16-2483,Giza,"Giza, Egypt",Member,Female,Sports and travel,68.12,1,3.406,71.526,2019-01-07 00:00:00,1899-12-31 12:28:00,Ewallet,68.12,4.761904762,3.406,6.8
233-34-0817,Giza,"Giza, Egypt",Member,Female,Electronic accessories,98.84,1,4.942,103.782,2019-02-15 00:00:00,1899-12-31 11:21:00,Cash,98.84,4.761904762,4.942,8.4
233-67-5758,Giza,"Giza, Egypt",Normal,Male,Health and beauty,40.35,1,2.0175,42.3675,2019-01-29 00:00:00,1899-12-31 13:46:00,Ewallet,40.35,4.761904762,2.0175,6.2
234-65-2137,Giza,"Giza, Egypt",Normal,Male,Home and lifestyle,95.58,10,47.79,1003.59,2019-01-16 00:00:00,1899-12-31 13:32:00,Cash,955.8,4.761904762,47.79,4.8
235-06-8510,Giza,"Giza, Egypt",Member,Male,Home and lifestyle,85.72,3,12.858,270.018,2019-01-24 00:00:00,1899-12-31 20:59:00,Ewallet,257.16,4.761904762,12.858,5.1
235-46-8343,Giza,"Giza, Egypt",Member,Male,Food and beverages,27.66,10,13.83,290.43,2019-02-14 00:00:00,1899-12-31 11:26:00,Credit card,276.6,4.761904762,13.83,8.9
236-27-1144,Giza,"Giza, Egypt",Normal,Female,Food and beverages,16.31,9,7.3395,154.1295,2019-03-26 00:00:00,1899-12-31 10:31:00,Ewallet,146.79,4.761904762,7.3395,8.4
236-86-3015,Giza,"Giza, Egypt",Member,Male,Home and lifestyle,13.98,1,0.699,14.679,2019-02-04 00:00:00,1899-12-31 13:38:00,Ewallet,13.98,4.761904762,0.699,9.8
237-01-6122,Giza,"Giza, Egypt",Member,Female,Home and lifestyle,80.79,9,36.3555,763.4655,2019-02-01 00:00:00,1899-12-31 20:31:00,Credit card,727.11,4.761904762,36.3555,9.5
243-47-2663,Giza,"Giza, Egypt",Member,Male,Electronic accessories,18.77,6,5.631,118.251,2019-01-28 00:00:00,1899-12-31 16:43:00,Credit card,112.62,4.761904762,5.631,5.5
246-11-3901,Giza,"Giza, Egypt",Normal,Female,Electronic accessories,32.8,10,16.4,344.4,2019-02-15 00:00:00,1899-12-31 12:12:00,Cash,328,4.761904762,16.4,6.2
246-55-6923,Giza,"Giza, Egypt",Member,Female,Home and lifestyle,35.79,9,16.1055,338.2155,2019-03-10 00:00:00,1899-12-31 15:06:00,Credit card,322.11,4.761904762,16.1055,5.1
250-81-7186,Giza,"Giza, Egypt",Normal,Female,Electronic accessories,99.69,1,4.9845,104.6745,2019-02-27 00:00:00,1899-12-31 10:23:00,Credit card,99.69,4.761904762,4.9845,8
256-58-3609,Giza,"Giza, Egypt",Member,Male,Fashion accessories,91.98,1,4.599,96.579,2019-03-18 00:00:00,1899-12-31 15:29:00,Cash,91.98,4.761904762,4.599,9.8
257-73-1380,Giza,"Giza, Egypt",Member,Male,Sports and travel,82.93,4,16.586,348.306,2019-01-20 00:00:00,1899-12-31 16:51:00,Ewallet,331.72,4.761904762,16.586,9.6
258-69-7810,Giza,"Giza, Egypt",Normal,Female,Fashion accessories,36.85,5,9.2125,193.4625,2019-01-26 00:00:00,1899-12-31 18:53:00,Cash,184.25,4.761904762,9.2125,9.2
263-10-3913,Giza,"Giza, Egypt",Member,Female,Fashion accessories,49.04,9,22.068,463.428,2019-01-09 00:00:00,1899-12-31 14:20:00,Credit card,441.36,4.761904762,22.068,8.6
263-87-5680,Giza,"Giza, Egypt",Member,Female,Home and lifestyle,28.53,10,14.265,299.565,2019-03-18 00:00:00,1899-12-31 17:38:00,Ewallet,285.3,4.761904762,14.265,7.8
266-20-6657,Giza,"Giza, Egypt",Member,Male,Food and beverages,55.04,7,19.264,404.544,2019-03-12 00:00:00,1899-12-31 19:39:00,Ewallet,385.28,4.761904762,19.264,5.2
266-76-6436,Giza,"Giza, Egypt",Member,Female,Food and beverages,38.6,3,5.79,121.59,2019-03-28 00:00:00,1899-12-31 13:57:00,Ewallet,115.8,4.761904762,5.79,7.5
267-62-7380,Giza,"Giza, Egypt",Member,Male,Electronic accessories,82.34,10,41.17,864.57,2019-03-29 00:00:00,1899-12-31 19:12:00,Ewallet,823.4,4.761904762,41.17,4.3
268-20-3585,Giza,"Giza, Egypt",Normal,Female,Health and beauty,13.85,9,6.2325,130.8825,2019-02-04 00:00:00,1899-12-31 12:50:00,Ewallet,124.65,4.761904762,6.2325,6
271-77-8740,Giza,"Giza, Egypt",Member,Female,Sports and travel,29.22,6,8.766,184.086,2019-01-01 00:00:00,1899-12-31 11:40:00,Ewallet,175.32,4.761904762,8.766,5
271-88-8734,Giza,"Giza, Egypt",Member,Female,Fashion accessories,97.21,10,48.605,1020.705,2019-02-08 00:00:00,1899-12-31 13:00:00,Credit card,972.1,4.761904762,48.605,8.7
272-27-9238,Giza,"Giza, Egypt",Normal,Female,Food and beverages,41.24,4,8.248,173.208,2019-02-19 00:00:00,1899-12-31 16:23:00,Cash,164.96,4.761904762,8.248,7.1
273-84-2164,Giza,"Giza, Egypt",Member,Male,Electronic accessories,12.05,5,3.0125,63.2625,2019-02-16 00:00:00,1899-12-31 15:53:00,Ewallet,60.25,4.761904762,3.0125,5.5
277-35-5865,Giza,"Giza, Egypt",Member,Female,Food and beverages,98.97,9,44.5365,935.2665,2019-03-09 00:00:00,1899-12-31 11:23:00,Cash,890.73,4.761904762,44.5365,6.7
279-62-1445,Giza,"Giza, Egypt",Member,Female,Fashion accessories,12.54,1,0.627,13.167,2019-02-21 00:00:00,1899-12-31 12:38:00,Cash,12.54,4.761904762,0.627,8.2
280-17-4359,Giza,"Giza, Egypt",Member,Male,Health and beauty,90.5,10,45.25,950.25,2019-01-25 00:00:00,1899-12-31 13:48:00,Cash,905,4.761904762,45.25,8.1
283-26-5248,Giza,"Giza, Egypt",Member,Female,Food and beverages,98.52,10,49.26,1034.46,2019-01-30 00:00:00,1899-12-31 20:23:00,Ewallet,985.2,4.761904762,49.26,4.5
284-54-4231,Giza,"Giza, Egypt",Member,Male,Sports and travel,80.93,1,4.0465,84.9765,2019-01-19 00:00:00,1899-12-31 16:08:00,Credit card,80.93,4.761904762,4.0465,9
285-68-5083,Giza,"Giza, Egypt",Member,Female,Sports and travel,24.74,3,3.711,77.931,2019-02-15 00:00:00,1899-12-31 17:47:00,Credit card,74.22,4.761904762,3.711,10
286-43-6208,Giza,"Giza, Egypt",Normal,Female,Food and beverages,87.8,9,39.51,829.71,2019-03-16 00:00:00,1899-12-31 19:08:00,Cash,790.2,4.761904762,39.51,9.2
288-38-3758,Giza,"Giza, Egypt",Member,Female,Fashion accessories,84.87,3,12.7305,267.3405,2019-01-25 00:00:00,1899-12-31 18:30:00,Ewallet,254.61,4.761904762,12.7305,7.4
300-71-4605,Giza,"Giza, Egypt",Member,Female,Electronic accessories,86.04,5,21.51,451.71,2019-02-25 00:00:00,1899-12-31 11:24:00,Ewallet,430.2,4.761904762,21.51,4.8
302-15-2162,Giza,"Giza, Egypt",Member,Male,Health and beauty,46.53,6,13.959,293.139,2019-03-03 00:00:00,1899-12-31 10:54:00,Credit card,279.18,4.761904762,13.959,4.3
314-23-4520,Giza,"Giza, Egypt",Member,Male,Health and beauty,81.23,7,28.4305,597.0405,2019-01-15 00:00:00,1899-12-31 20:44:00,Cash,568.61,4.761904762,28.4305,9
315-22-5665,Giza,"Giza, Egypt",Member,Female,Home and lifestyle,73.56,10,36.78,772.38,2019-02-24 00:00:00,1899-12-31 11:38:00,Ewallet,735.6,4.761904762,36.78,8
318-81-2368,Giza,"Giza, Egypt",Normal,Female,Electronic accessories,46.2,1,2.31,48.51,2019-03-19 00:00:00,1899-12-31 12:16:00,Cash,46.2,4.761904762,2.31,6.3
320-32-8842,Giza,"Giza, Egypt",Member,Female,Food and beverages,22.62,1,1.131,23.751,2019-03-17 00:00:00,1899-12-31 18:58:00,Cash,22.62,4.761904762,1.131,6.4
320-49-6392,Giza,"Giza, Egypt",Normal,Female,Electronic accessories,30.24,1,1.512,31.752,2019-03-04 00:00:00,1899-12-31 15:44:00,Cash,30.24,4.761904762,1.512,8.4
324-41-6833,Giza,"Giza, Egypt",Member,Female,Electronic accessories,30.2,8,12.08,253.68,2019-03-03 00:00:00,1899-12-31 19:30:00,Ewallet,241.6,4.761904762,12.08,5.1
325-90-8763,Giza,"Giza, Egypt",Member,Female,Electronic accessories,46.57,10,23.285,488.985,2019-01-27 00:00:00,1899-12-31 13:58:00,Cash,465.7,4.761904762,23.285,7.6
326-71-2155,Giza,"Giza, Egypt",Normal,Female,Sports and travel,73.95,4,14.79,310.59,2019-02-03 00:00:00,1899-12-31 10:02:00,Cash,295.8,4.761904762,14.79,6.1
326-78-5178,Giza,"Giza, Egypt",Member,Female,Food and beverages,91.4,7,31.99,671.79,2019-02-03 00:00:00,1899-12-31 10:19:00,Cash,639.8,4.761904762,31.99,9.5
333-73-7901,Giza,"Giza, Egypt",Member,Female,Health and beauty,54.92,8,21.968,461.328,2019-03-23 00:00:00,1899-12-31 13:24:00,Ewallet,439.36,4.761904762,21.968,7.6
336-78-2147,Giza,"Giza, Egypt",Member,Female,Home and lifestyle,63.91,8,25.564,536.844,2019-03-13 00:00:00,1899-12-31 19:52:00,Credit card,511.28,4.761904762,25.564,4.6
338-65-2210,Giza,"Giza, Egypt",Member,Female,Health and beauty,68.6,10,34.3,720.3,2019-02-05 00:00:00,1899-12-31 19:57:00,Cash,686,4.761904762,34.3,9.1
339-18-7061,Giza,"Giza, Egypt",Member,Female,Fashion accessories,92.98,2,9.298,195.258,2019-02-13 00:00:00,1899-12-31 15:06:00,Credit card,185.96,4.761904762,9.298,8
342-65-4817,Giza,"Giza, Egypt",Member,Male,Health and beauty,86.8,3,13.02,273.42,2019-01-28 00:00:00,1899-12-31 16:47:00,Ewallet,260.4,4.761904762,13.02,9.9
343-87-0864,Giza,"Giza, Egypt",Member,Male,Health and beauty,75.88,1,3.794,79.674,2019-01-03 00:00:00,1899-12-31 10:30:00,Credit card,75.88,4.761904762,3.794,7.1
345-68-9016,Giza,"Giza, Egypt",Member,Female,Sports and travel,31.67,8,12.668,266.028,2019-01-02 00:00:00,1899-12-31 16:19:00,Credit card,253.36,4.761904762,12.668,5.6
358-88-9262,Giza,"Giza, Egypt",Member,Female,Food and beverages,87.48,6,26.244,551.124,2019-02-01 00:00:00,1899-12-31 18:43:00,Ewallet,524.88,4.761904762,26.244,5.1
360-39-5055,Giza,"Giza, Egypt",Member,Female,Sports and travel,48.91,5,12.2275,256.7775,2019-03-09 00:00:00,1899-12-31 10:17:00,Cash,244.55,4.761904762,12.2275,6.6
362-58-8315,Giza,"Giza, Egypt",Member,Female,Fashion accessories,76.52,5,19.13,401.73,2019-03-25 00:00:00,1899-12-31 10:23:00,Cash,382.6,4.761904762,19.13,9.9
364-34-2972,Giza,"Giza, Egypt",Member,Male,Electronic accessories,96.82,3,14.523,304.983,2019-03-30 00:00:00,1899-12-31 20:37:00,Cash,290.46,4.761904762,14.523,6.7
370-96-0655,Giza,"Giza, Egypt",Normal,Female,Fashion accessories,49.32,6,14.796,310.716,2019-01-09 00:00:00,1899-12-31 13:46:00,Ewallet,295.92,4.761904762,14.796,7.1
372-26-1506,Giza,"Giza, Egypt",Normal,Female,Fashion accessories,23.82,5,5.955,125.055,2019-01-28 00:00:00,1899-12-31 19:24:00,Ewallet,119.1,4.761904762,5.955,5.4
372-62-5264,Giza,"Giza, Egypt",Normal,Female,Food and beverages,52.6,9,23.67,497.07,2019-01-16 00:00:00,1899-12-31 14:42:00,Cash,473.4,4.761904762,23.67,7.6
373-09-4567,Giza,"Giza, Egypt",Normal,Male,Food and beverages,77.56,10,38.78,814.38,2019-03-14 00:00:00,1899-12-31 20:35:00,Ewallet,775.6,4.761904762,38.78,6.9
373-88-1424,Giza,"Giza, Egypt",Member,Male,Home and lifestyle,35.81,5,8.9525,188.0025,2019-02-06 00:00:00,1899-12-31 18:44:00,Ewallet,179.05,4.761904762,8.9525,7.9
376-56-3573,Giza,"Giza, Egypt",Normal,Female,Fashion accessories,95.42,4,19.084,400.764,2019-02-02 00:00:00,1899-12-31 13:23:00,Ewallet,381.68,4.761904762,19.084,6.4
377-79-7592,Giza,"Giza, Egypt",Member,Female,Electronic accessories,44.84,9,20.178,423.738,2019-01-14 00:00:00,1899-12-31 14:00:00,Credit card,403.56,4.761904762,20.178,7.5
379-17-6588,Giza,"Giza, Egypt",Normal,Male,Fashion accessories,59.61,10,29.805,625.905,2019-03-14 00:00:00,1899-12-31 11:07:00,Cash,596.1,4.761904762,29.805,5.3
380-94-4661,Giza,"Giza, Egypt",Member,Male,Electronic accessories,65.94,4,13.188,276.948,2019-02-07 00:00:00,1899-12-31 13:05:00,Credit card,263.76,4.761904762,13.188,6.9
382-25-8917,Giza,"Giza, Egypt",Normal,Male,Fashion accessories,42.08,6,12.624,265.104,2019-01-29 00:00:00,1899-12-31 12:25:00,Cash,252.48,4.761904762,12.624,8.9
386-27-7606,Giza,"Giza, Egypt",Member,Female,Home and lifestyle,81.2,7,28.42,596.82,2019-03-23 00:00:00,1899-12-31 15:59:00,Credit card,568.4,4.761904762,28.42,8.1
389-25-3394,Giza,"Giza, Egypt",Normal,Male,Electronic accessories,11.81,5,2.9525,62.0025,2019-02-17 00:00:00,1899-12-31 18:06:00,Cash,59.05,4.761904762,2.9525,9.4
389-70-2397,Giza,"Giza, Egypt",Normal,Female,Health and beauty,83.66,5,20.915,439.215,2019-02-21 00:00:00,1899-12-31 10:26:00,Cash,418.3,4.761904762,20.915,7.2
390-17-5806,Giza,"Giza, Egypt",Member,Female,Food and beverages,38.42,1,1.921,40.341,2019-02-02 00:00:00,1899-12-31 16:33:00,Cash,38.42,4.761904762,1.921,8.6
390-31-6381,Giza,"Giza, Egypt",Normal,Male,Food and beverages,27.22,3,4.083,85.743,2019-01-07 00:00:00,1899-12-31 12:37:00,Cash,81.66,4.761904762,4.083,7.3
393-65-2792,Giza,"Giza, Egypt",Member,Female,Food and beverages,89.48,10,44.74,939.54,2019-01-06 00:00:00,1899-12-31 12:46:00,Credit card,894.8,4.761904762,44.74,9.6
394-41-0748,Giza,"Giza, Egypt",Member,Female,Fashion accessories,54.07,9,24.3315,510.9615,2019-01-27 00:00:00,1899-12-31 14:55:00,Ewallet,486.63,4.761904762,24.3315,9.5
394-55-6384,Giza,"Giza, Egypt",Member,Female,Sports and travel,70.19,9,31.5855,663.2955,2019-01-25 00:00:00,1899-12-31 13:38:00,Cash,631.71,4.761904762,31.5855,6.7
399-46-5918,Giza,"Giza, Egypt",Member,Female,Electronic accessories,85.98,8,34.392,722.232,2019-02-28 00:00:00,1899-12-31 19:01:00,Cash,687.84,4.761904762,34.392,8.2
399-69-4630,Giza,"Giza, Egypt",Normal,Male,Electronic accessories,22.21,6,6.663,139.923,2019-03-07 00:00:00,1899-12-31 10:23:00,Credit card,133.26,4.761904762,6.663,8.6
400-80-4065,Giza,"Giza, Egypt",Member,Male,Health and beauty,68.55,4,13.71,287.91,2019-02-15 00:00:00,1899-12-31 20:21:00,Credit card,274.2,4.761904762,13.71,9.2
400-89-4171,Giza,"Giza, Egypt",Normal,Female,Sports and travel,80.97,8,32.388,680.148,2019-01-28 00:00:00,1899-12-31 13:05:00,Cash,647.76,4.761904762,32.388,9.3
401-09-4232,Giza,"Giza, Egypt",Member,Male,Home and lifestyle,86.69,5,21.6725,455.1225,2019-02-11 00:00:00,1899-12-31 18:38:00,Ewallet,433.45,4.761904762,21.6725,9.4
408-26-9866,Giza,"Giza, Egypt",Normal,Female,Sports and travel,73.98,7,25.893,543.753,2019-03-02 00:00:00,1899-12-31 16:42:00,Ewallet,517.86,4.761904762,25.893,4.1
408-66-6712,Giza,"Giza, Egypt",Member,Female,Health and beauty,47.71,6,14.313,300.573,2019-02-16 00:00:00,1899-12-31 14:19:00,Ewallet,286.26,4.761904762,14.313,4.4
409-49-6995,Giza,"Giza, Egypt",Member,Female,Food and beverages,47.27,6,14.181,297.801,2019-02-05 00:00:00,1899-12-31 10:17:00,Cash,283.62,4.761904762,14.181,8.8
413-20-6708,Giza,"Giza, Egypt",Member,Female,Fashion accessories,51.47,1,2.5735,54.0435,2019-03-18 00:00:00,1899-12-31 15:52:00,Ewallet,51.47,4.761904762,2.5735,8.5
416-13-5917,Giza,"Giza, Egypt",Normal,Female,Food and beverages,97.03,5,24.2575,509.4075,2019-01-30 00:00:00,1899-12-31 16:24:00,Ewallet,485.15,4.761904762,24.2575,9.3
420-11-4919,Giza,"Giza, Egypt",Member,Female,Food and beverages,71.39,5,17.8475,374.7975,2019-02-17 00:00:00,1899-12-31 19:57:00,Credit card,356.95,4.761904762,17.8475,5.5
423-80-0988,Giza,"Giza, Egypt",Normal,Male,Sports and travel,76.4,2,7.64,160.44,2019-01-30 00:00:00,1899-12-31 19:42:00,Ewallet,152.8,4.761904762,7.64,6.5
426-39-2418,Giza,"Giza, Egypt",Normal,Male,Electronic accessories,61.41,7,21.4935,451.3635,2019-01-14 00:00:00,1899-12-31 10:02:00,Cash,429.87,4.761904762,21.4935,9.8
428-83-5800,Giza,"Giza, Egypt",Member,Female,Food and beverages,21.08,3,3.162,66.402,2019-02-09 00:00:00,1899-12-31 10:25:00,Cash,63.24,4.761904762,3.162,7.3
